mois,famille,type_absence,type_contrat,catégorie,tranche_age,temps_du_total,temps_absence_total,taux_absence
2024-12,Événements familiaux,Enfant malade,cdi,Pharmacie,Non défini,1755.0,520.0,29.629629629629626
2024-12,Événements familiaux,Enfant malade,cdi,Rééducation,Non défini,3360.0,448.0,13.333333333333334
2024-12,Événements familiaux,Enfant malade,cdi,Soins infirmiers,Non défini,5424.0,560.0,10.32448377581121
2024-12,Événements familiaux,Mariage,cdi,Pharmacie,Non défini,544.0,68.0,12.5
2024-12,Événements familiaux,Mariage,cdi,Soins infirmiers,20-30 ans,23760.0,3168.0,13.333333333333334
2024-12,Événements familiaux,Mariage,cdi,Soins infirmiers,Non défini,11880.0,1584.0,13.333333333333334
2025-01,Absences non payées,Divers,cdi,Administratif/médical,Non défini,4590.0,612.0,13.333333333333334
2025-01,Accidentologie,Accident de travail,cdd,Médical,20-30 ans,2592.0,324.0,12.5
2025-01,Accidentologie,Accident de travail,cdd,Médical,30-40 ans,2592.0,324.0,12.5
2025-01,Accidentologie,Accident de travail,cdd,Techniques/bâtiment,40-50 ans,660.48,86.0,13.020833333333334
2025-01,Accidentologie,Accident de travail,cdi,Administratif/médical,20-30 ans,12096.0,1512.0,12.5
2025-01,Accidentologie,Accident de travail,cdi,Bloc opératoire,30-40 ans,2208.0,184.0,8.333333333333332
2025-01,Accidentologie,Accident de travail,cdi,Bloc opératoire,Non défini,14304.0,1696.0,11.856823266219239
2025-01,Accidentologie,Accident de travail,cdi,Information médicale,Non défini,1215.0,162.0,13.333333333333334
2025-01,Accidentologie,Accident de travail,cdi,Médical,20-30 ans,4212.0,540.0,12.82051282051282
2025-01,Accidentologie,Accident de travail,cdi,Médical,30-40 ans,4347.0,558.0,12.836438923395447
2025-01,Accidentologie,Accident de travail,cdi,Médical,Non défini,6492.0,844.0,13.000616142945162
2025-01,Accidentologie,Accident de travail,cdi,Psycho-social,Moins de 20 ans,660.48,86.0,13.020833333333334
2025-01,Accidentologie,Accident de travail,cdi,Rééducation,Non défini,1680.0,224.0,13.333333333333334
2025-01,Accidentologie,Accident de travail,cdi,Soins infirmiers,20-30 ans,1200.0,100.0,8.333333333333332
2025-01,Accidentologie,Accident de travail,cdi,Soins infirmiers,Non défini,600.0,50.0,8.333333333333332
2025-01,Accidentologie,Accident de travail,cdi,Techniques/bâtiment,Non défini,896.0,112.0,12.5
2025-01,Accidentologie,Maladie professionnelle,cdd,Soins infirmiers,20-30 ans,960.0,80.0,8.333333333333332
2025-01,Aucune,Aucune,apprenti,Administratif,20-30 ans,67.5,0.0,0.0
2025-01,Aucune,Aucune,apprenti,Bloc opératoire,20-30 ans,382.0,32.0,8.37696335078534
2025-01,Aucune,Aucune,apprenti,Hygiène/Hôtellerie,20-30 ans,130.0,13.0,10.0
2025-01,Aucune,Aucune,apprenti,Laboratoire,20-30 ans,72.0,0.0,0.0
2025-01,Aucune,Aucune,apprenti,Logistique,20-30 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,apprenti,Médical,20-30 ans,149.2,15.0,10.053619302949063
2025-01,Aucune,Aucune,apprenti,Soins infirmiers,20-30 ans,492.0,36.0,7.317073170731707
2025-01,Aucune,Aucune,apprenti,Sécurité,20-30 ans,100.0,0.0,0.0
2025-01,Aucune,Aucune,cdd,Administratif,20-30 ans,738.0,81.0,10.975609756097562
2025-01,Aucune,Aucune,cdd,Administratif,30-40 ans,1029.0,103.0,10.00971817298348
2025-01,Aucune,Aucune,cdd,Administratif,40-50 ans,952.5,104.0,10.918635170603675
2025-01,Aucune,Aucune,cdd,Administratif,50-60 ans,240.0,32.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Administratif,60 ans et plus,255.0,39.0,15.294117647058824
2025-01,Aucune,Aucune,cdd,Administratif,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Administratif/médical,20-30 ans,270.0,36.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Administratif/médical,30-40 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Administratif/médical,40-50 ans,240.0,32.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Administratif/médical,60 ans et plus,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Biomédical,20-30 ans,288.0,18.0,6.25
2025-01,Aucune,Aucune,cdd,Bloc opératoire,20-30 ans,1091.0,105.0,9.624197983501375
2025-01,Aucune,Aucune,cdd,Bloc opératoire,30-40 ans,120.0,21.0,17.5
2025-01,Aucune,Aucune,cdd,Bloc opératoire,40-50 ans,977.0,89.0,9.109518935516888
2025-01,Aucune,Aucune,cdd,Bloc opératoire,50-60 ans,690.0,81.0,11.73913043478261
2025-01,Aucune,Aucune,cdd,Bloc opératoire,60 ans et plus,279.0,0.0,0.0
2025-01,Aucune,Aucune,cdd,Direction,40-50 ans,144.0,18.0,12.5
2025-01,Aucune,Aucune,cdd,Hygiène/Hôtellerie,40-50 ans,60.0,0.0,0.0
2025-01,Aucune,Aucune,cdd,Hygiène/Hôtellerie,50-60 ans,130.0,0.0,0.0
2025-01,Aucune,Aucune,cdd,Imagerie,20-30 ans,430.68,36.0,8.35887433825578
2025-01,Aucune,Aucune,cdd,Imagerie,30-40 ans,232.0,10.0,4.310344827586207
2025-01,Aucune,Aucune,cdd,Imagerie,40-50 ans,124.8,10.0,8.012820512820513
2025-01,Aucune,Aucune,cdd,Imagerie,50-60 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Imagerie,60 ans et plus,129.6,1.0,0.771604938271605
2025-01,Aucune,Aucune,cdd,Imagerie,Moins de 20 ans,72.0,9.0,12.5
2025-01,Aucune,Aucune,cdd,Information médicale,20-30 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Information médicale,40-50 ans,383.0,44.0,11.488250652741515
2025-01,Aucune,Aucune,cdd,Information médicale,60 ans et plus,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Juridique,30-40 ans,144.0,18.0,12.5
2025-01,Aucune,Aucune,cdd,Laboratoire,20-30 ans,339.0,45.0,13.274336283185843
2025-01,Aucune,Aucune,cdd,Laboratoire,30-40 ans,393.0,50.0,12.72264631043257
2025-01,Aucune,Aucune,cdd,Laboratoire,40-50 ans,348.0,32.0,9.195402298850574
2025-01,Aucune,Aucune,cdd,Laboratoire,50-60 ans,195.0,27.0,13.846153846153847
2025-01,Aucune,Aucune,cdd,Logistique,20-30 ans,260.0,0.0,0.0
2025-01,Aucune,Aucune,cdd,Logistique,30-40 ans,195.0,18.0,9.230769230769232
2025-01,Aucune,Aucune,cdd,Logistique,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Médical,20-30 ans,625.0,49.0,7.84
2025-01,Aucune,Aucune,cdd,Médical,30-40 ans,673.8,71.0,10.537251409913921
2025-01,Aucune,Aucune,cdd,Médical,40-50 ans,949.6,86.0,9.056444818871103
2025-01,Aucune,Aucune,cdd,Médical,50-60 ans,1180.0,126.0,10.677966101694915
2025-01,Aucune,Aucune,cdd,Médical,60 ans et plus,270.0,36.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Pharmacie,20-30 ans,375.0,32.0,8.533333333333333
2025-01,Aucune,Aucune,cdd,Pharmacie,30-40 ans,200.0,0.0,0.0
2025-01,Aucune,Aucune,cdd,Pharmacie,40-50 ans,105.0,14.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Pharmacie,Moins de 20 ans,9.6,0.0,0.0
2025-01,Aucune,Aucune,cdd,Psycho-social,40-50 ans,202.5,18.0,8.88888888888889
2025-01,Aucune,Aucune,cdd,Pédiatrie/néonat,20-30 ans,9.6,1.0,10.416666666666668
2025-01,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Qualité,20-30 ans,232.0,29.0,12.5
2025-01,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,144.0,18.0,12.5
2025-01,Aucune,Aucune,cdd,Recherche,30-40 ans,288.0,36.0,12.5
2025-01,Aucune,Aucune,cdd,Rééducation,20-30 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Rééducation,50-60 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Rééducation,60 ans et plus,240.0,32.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-01,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,3103.0,306.0,9.86142442797293
2025-01,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,1533.18,122.0,7.957317470877522
2025-01,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,1335.0,105.0,7.865168539325842
2025-01,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,1767.0,139.0,7.866440294284098
2025-01,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,577.0,44.0,7.625649913344887
2025-01,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,493.0,27.0,5.476673427991886
2025-01,Aucune,Aucune,cdd,Sécurité,20-30 ans,144.0,0.0,0.0
2025-01,Aucune,Aucune,cdd,Sécurité,60 ans et plus,100.0,0.0,0.0
2025-01,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,149.4,19.0,12.717536813922356
2025-01,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,270.0,36.0,13.333333333333334
2025-01,Aucune,Aucune,cdi,Administratif,20-30 ans,3465.0,331.0,9.552669552669553
2025-01,Aucune,Aucune,cdi,Administratif,30-40 ans,687.0,91.0,13.24599708879185
2025-01,Aucune,Aucune,cdi,Administratif,40-50 ans,405.0,54.0,13.333333333333334
2025-01,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,331.6,42.0,12.665862484921592
2025-01,Aucune,Aucune,cdi,Administratif,Non défini,9072.5,936.0,10.316891705704052
2025-01,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,405.0,54.0,13.333333333333334
2025-01,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,120.0,21.0,17.5
2025-01,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,270.0,18.0,6.666666666666667
2025-01,Aucune,Aucune,cdi,Administratif/médical,Non défini,1852.5,256.0,13.819163292847502
2025-01,Aucune,Aucune,cdi,Biomédical,20-30 ans,919.0,74.0,8.052230685527748
2025-01,Aucune,Aucune,cdi,Biomédical,30-40 ans,19.2,2.0,10.416666666666668
2025-01,Aucune,Aucune,cdi,Biomédical,Non défini,1384.0,115.0,8.309248554913294
2025-01,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2353.1,211.0,8.966894734605415
2025-01,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,461.1,65.0,14.096725222294513
2025-01,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,120.0,21.0,17.5
2025-01,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,952.5,103.0,10.813648293963254
2025-01,Aucune,Aucune,cdi,Bloc opératoire,Non défini,10567.1,985.0,9.321384296543043
2025-01,Aucune,Aucune,cdi,Direction,Non défini,672.0,68.0,10.119047619047619
2025-01,Aucune,Aucune,cdi,Hygiène/Hôtellerie,20-30 ans,432.0,34.0,7.87037037037037
2025-01,Aucune,Aucune,cdi,Hygiène/Hôtellerie,30-40 ans,130.0,13.0,10.0
2025-01,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Moins de 20 ans,130.0,0.0,0.0
2025-01,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Non défini,1490.0,98.0,6.577181208053691
2025-01,Aucune,Aucune,cdi,Imagerie,20-30 ans,897.0,91.0,10.144927536231885
2025-01,Aucune,Aucune,cdi,Imagerie,30-40 ans,504.0,46.0,9.126984126984127
2025-01,Aucune,Aucune,cdi,Imagerie,40-50 ans,173.4,4.0,2.306805074971165
2025-01,Aucune,Aucune,cdi,Imagerie,Moins de 20 ans,192.0,9.0,4.6875
2025-01,Aucune,Aucune,cdi,Imagerie,Non défini,2842.0,214.0,7.52990851513019
2025-01,Aucune,Aucune,cdi,Information médicale,20-30 ans,386.5,62.0,16.041397153945667
2025-01,Aucune,Aucune,cdi,Information médicale,30-40 ans,144.0,18.0,12.5
2025-01,Aucune,Aucune,cdi,Information médicale,Non défini,1871.0,250.0,13.361838588989844
2025-01,Aucune,Aucune,cdi,Juridique,20-30 ans,108.0,9.0,8.333333333333332
2025-01,Aucune,Aucune,cdi,Juridique,Non défini,288.0,36.0,12.5
2025-01,Aucune,Aucune,cdi,Laboratoire,20-30 ans,1545.5,193.0,12.487868003882237
2025-01,Aucune,Aucune,cdi,Laboratoire,30-40 ans,375.0,0.0,0.0
2025-01,Aucune,Aucune,cdi,Laboratoire,40-50 ans,243.0,18.0,7.4074074074074066
2025-01,Aucune,Aucune,cdi,Laboratoire,Moins de 20 ans,114.6,0.0,0.0
2025-01,Aucune,Aucune,cdi,Laboratoire,Non défini,4594.1,342.0,7.444330772077229
2025-01,Aucune,Aucune,cdi,Logistique,20-30 ans,991.0,124.0,12.512613521695256
2025-01,Aucune,Aucune,cdi,Logistique,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-01,Aucune,Aucune,cdi,Logistique,Non défini,2248.0,271.0,12.055160142348754
2025-01,Aucune,Aucune,cdi,Maïeutique,20-30 ans,9.6,0.0,0.0
2025-01,Aucune,Aucune,cdi,Maïeutique,Non défini,1044.0,87.0,8.333333333333332
2025-01,Aucune,Aucune,cdi,Médical,20-30 ans,4172.08,439.0,10.522329389656958
2025-01,Aucune,Aucune,cdi,Médical,30-40 ans,1725.9,218.0,12.631091024972477
2025-01,Aucune,Aucune,cdi,Médical,40-50 ans,270.0,36.0,13.333333333333334
2025-01,Aucune,Aucune,cdi,Médical,Moins de 20 ans,324.0,32.0,9.876543209876543
2025-01,Aucune,Aucune,cdi,Médical,Non défini,14413.44,1493.0,10.358387727010346
2025-01,Aucune,Aucune,cdi,Pharmacie,20-30 ans,672.0,72.0,10.714285714285714
2025-01,Aucune,Aucune,cdi,Pharmacie,Moins de 20 ans,682.68,90.0,13.183336262963616
2025-01,Aucune,Aucune,cdi,Pharmacie,Non défini,4659.0,494.0,10.603133719682335
2025-01,Aucune,Aucune,cdi,Psycho-social,20-30 ans,135.0,18.0,13.333333333333334
2025-01,Aucune,Aucune,cdi,Psycho-social,Non défini,892.5,92.0,10.308123249299719
2025-01,Aucune,Aucune,cdi,Pédiatrie/néonat,20-30 ans,243.0,18.0,7.4074074074074066
2025-01,Aucune,Aucune,cdi,Pédiatrie/néonat,30-40 ans,120.0,10.0,8.333333333333332
2025-01,Aucune,Aucune,cdi,Pédiatrie/néonat,Non défini,348.0,10.0,2.8735632183908044
2025-01,Aucune,Aucune,cdi,Qualité,20-30 ans,144.0,18.0,12.5
2025-01,Aucune,Aucune,cdi,Qualité,Moins de 20 ans,144.0,18.0,12.5
2025-01,Aucune,Aucune,cdi,Qualité,Non défini,872.0,77.0,8.830275229357799
2025-01,Aucune,Aucune,cdi,Recherche,20-30 ans,279.0,18.0,6.451612903225806
2025-01,Aucune,Aucune,cdi,Recherche,30-40 ans,144.0,0.0,0.0
2025-01,Aucune,Aucune,cdi,Recherche,Moins de 20 ans,216.0,9.0,4.166666666666666
2025-01,Aucune,Aucune,cdi,Recherche,Non défini,1351.0,118.0,8.734270910436713
2025-01,Aucune,Aucune,cdi,Rééducation,20-30 ans,877.0,96.0,10.946408209806158
2025-01,Aucune,Aucune,cdi,Rééducation,Non défini,2362.5,228.0,9.650793650793652
2025-01,Aucune,Aucune,cdi,Soins infirmiers,20-30 ans,5585.5,502.0,8.987557067406678
2025-01,Aucune,Aucune,cdi,Soins infirmiers,30-40 ans,2511.6,204.0,8.122312470138557
2025-01,Aucune,Aucune,cdi,Soins infirmiers,40-50 ans,844.0,54.0,6.398104265402843
2025-01,Aucune,Aucune,cdi,Soins infirmiers,Moins de 20 ans,1303.0,106.0,8.135072908672294
2025-01,Aucune,Aucune,cdi,Soins infirmiers,Non défini,27972.92,2216.0,7.9219473690984
2025-01,Aucune,Aucune,cdi,Sécurité,20-30 ans,514.0,36.0,7.003891050583658
2025-01,Aucune,Aucune,cdi,Sécurité,Non défini,714.0,33.0,4.621848739495799
2025-01,Aucune,Aucune,cdi,Techniques/bâtiment,20-30 ans,391.6,51.0,13.023493360572012
2025-01,Aucune,Aucune,cdi,Techniques/bâtiment,Moins de 20 ans,144.6,18.0,12.448132780082988
2025-01,Aucune,Aucune,cdi,Techniques/bâtiment,Non défini,1010.98,126.0,12.463154562899364
2025-01,Autres,Formation,cdi,Soins infirmiers,Non défini,810.0,108.0,13.333333333333334
2025-01,Maladie,Longue maladie,cdi,Médical,30-40 ans,1755.0,234.0,13.333333333333334
2025-01,Maladie,Longue maladie,cdi,Médical,Non défini,1755.0,234.0,13.333333333333334
2025-01,Maladie,Maladie,cdd,Logistique,30-40 ans,5940.0,792.0,13.333333333333334
2025-01,Maladie,Maladie,cdd,Médical,20-30 ans,7776.0,972.0,12.5
2025-01,Maladie,Maladie,cdd,Médical,30-40 ans,7776.0,972.0,12.5
2025-01,Maladie,Maladie,cdd,Soins infirmiers,20-30 ans,5760.0,480.0,8.333333333333332
2025-01,Maladie,Maladie,cdd,Soins infirmiers,60 ans et plus,12960.0,1728.0,13.333333333333334
2025-01,Maladie,Maladie,cdd,Techniques/bâtiment,40-50 ans,2641.92,344.0,13.020833333333334
2025-01,Maladie,Maladie,cdi,Administratif,Non défini,9560.0,1216.0,12.719665271966527
2025-01,Maladie,Maladie,cdi,Administratif/médical,20-30 ans,48384.0,6048.0,12.5
2025-01,Maladie,Maladie,cdi,Administratif/médical,Non défini,15120.0,2016.0,13.333333333333334
2025-01,Maladie,Maladie,cdi,Bloc opératoire,20-30 ans,40725.0,4710.0,11.56537753222836
2025-01,Maladie,Maladie,cdi,Bloc opératoire,30-40 ans,13248.0,1104.0,8.333333333333332
2025-01,Maladie,Maladie,cdi,Bloc opératoire,Non défini,133533.0,15717.0,11.77012423895217
2025-01,Maladie,Maladie,cdi,Information médicale,Non défini,8505.0,1134.0,13.333333333333334
2025-01,Maladie,Maladie,cdi,Laboratoire,30-40 ans,92340.0,12312.0,13.333333333333334
2025-01,Maladie,Maladie,cdi,Logistique,Moins de 20 ans,5940.0,792.0,13.333333333333334
2025-01,Maladie,Maladie,cdi,Logistique,Non défini,3024.0,0.0,0.0
2025-01,Maladie,Maladie,cdi,Médical,20-30 ans,11016.0,1404.0,12.745098039215685
2025-01,Maladie,Maladie,cdi,Médical,30-40 ans,13041.0,1674.0,12.836438923395447
2025-01,Maladie,Maladie,cdi,Médical,Non défini,27456.0,3596.0,13.097319347319347
2025-01,Maladie,Maladie,cdi,Pharmacie,Non défini,5818.5,903.0,15.51946377932457
2025-01,Maladie,Maladie,cdi,Psycho-social,Moins de 20 ans,2641.92,344.0,13.020833333333334
2025-01,Maladie,Maladie,cdi,Psycho-social,Non défini,92340.0,12312.0,13.333333333333334
2025-01,Maladie,Maladie,cdi,Pédiatrie/néonat,Non défini,3600.0,300.0,8.333333333333332
2025-01,Maladie,Maladie,cdi,Rééducation,Non défini,8400.0,1120.0,13.333333333333334
2025-01,Maladie,Maladie,cdi,Soins infirmiers,20-30 ans,26160.0,3368.0,12.874617737003058
2025-01,Maladie,Maladie,cdi,Soins infirmiers,Non défini,121722.0,13174.0,10.823022953944234
2025-01,Maladie,Maladie,cdi,Techniques/bâtiment,Non défini,2688.0,336.0,12.5
2025-01,Événements familiaux,Décès,cdd,Soins infirmiers,50-60 ans,432.0,0.0,0.0
2025-01,Événements familiaux,Décès,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2025-01,Événements familiaux,Décès,cdi,Bloc opératoire,Non défini,864.0,108.0,12.5
2025-01,Événements familiaux,Décès,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2025-01,Événements familiaux,Décès,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2025-01,Événements familiaux,Déménagement,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2025-01,Événements familiaux,Déménagement,cdi,Médical,Non défini,1050.0,140.0,13.333333333333334
2025-01,Événements familiaux,Enfant malade,cdd,Soins infirmiers,20-30 ans,1920.0,160.0,8.333333333333332
2025-01,Événements familiaux,Enfant malade,cdd,Soins infirmiers,60 ans et plus,6480.0,864.0,13.333333333333334
2025-01,Événements familiaux,Enfant malade,cdi,Bloc opératoire,30-40 ans,4416.0,368.0,8.333333333333332
2025-01,Événements familiaux,Enfant malade,cdi,Bloc opératoire,Non défini,4416.0,368.0,8.333333333333332
2025-01,Événements familiaux,Enfant malade,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2025-01,Événements familiaux,Enfant malade,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2025-01,Événements familiaux,Enfant malade,cdi,Pharmacie,Non défini,1755.0,546.0,31.11111111111111
2025-01,Événements familiaux,Enfant malade,cdi,Rééducation,Non défini,3360.0,448.0,13.333333333333334
2025-01,Événements familiaux,Enfant malade,cdi,Soins infirmiers,Non défini,6240.0,628.0,10.064102564102564
2025-01,Événements familiaux,Mariage,cdi,Pharmacie,Non défini,576.0,72.0,12.5
2025-01,Événements familiaux,Mariage,cdi,Soins infirmiers,20-30 ans,23760.0,3168.0,13.333333333333334
2025-01,Événements familiaux,Mariage,cdi,Soins infirmiers,Non défini,11880.0,1584.0,13.333333333333334
2025-02,Absences non payées,Divers,cdi,Administratif/médical,Non défini,4080.0,544.0,13.333333333333334
2025-02,Accidentologie,Accident de travail,cdd,Médical,20-30 ans,2304.0,288.0,12.5
2025-02,Accidentologie,Accident de travail,cdd,Médical,30-40 ans,2304.0,288.0,12.5
2025-02,Accidentologie,Accident de travail,cdd,Techniques/bâtiment,40-50 ans,660.48,86.0,13.020833333333334
2025-02,Accidentologie,Accident de travail,cdi,Administratif/médical,20-30 ans,10752.0,1344.0,12.5
2025-02,Accidentologie,Accident de travail,cdi,Bloc opératoire,30-40 ans,2208.0,184.0,8.333333333333332
2025-02,Accidentologie,Accident de travail,cdi,Bloc opératoire,Non défini,12960.0,1528.0,11.790123456790123
2025-02,Accidentologie,Accident de travail,cdi,Information médicale,Non défini,1080.0,144.0,13.333333333333334
2025-02,Accidentologie,Accident de travail,cdi,Médical,20-30 ans,3744.0,480.0,12.82051282051282
2025-02,Accidentologie,Accident de travail,cdi,Médical,30-40 ans,3864.0,496.0,12.836438923395447
2025-02,Accidentologie,Accident de travail,cdi,Médical,Non défini,5791.5,753.0,13.001813001813002
2025-02,Accidentologie,Accident de travail,cdi,Psycho-social,Moins de 20 ans,660.48,86.0,13.020833333333334
2025-02,Accidentologie,Accident de travail,cdi,Rééducation,Non défini,1560.0,208.0,13.333333333333334
2025-02,Accidentologie,Accident de travail,cdi,Soins infirmiers,20-30 ans,960.0,80.0,8.333333333333332
2025-02,Accidentologie,Accident de travail,cdi,Soins infirmiers,Non défini,480.0,40.0,8.333333333333332
2025-02,Accidentologie,Accident de travail,cdi,Techniques/bâtiment,Non défini,832.0,104.0,12.5
2025-02,Accidentologie,Maladie professionnelle,cdd,Soins infirmiers,20-30 ans,768.0,64.0,8.333333333333332
2025-02,Aucune,Aucune,apprenti,Administratif,20-30 ans,60.0,0.0,0.0
2025-02,Aucune,Aucune,apprenti,Bloc opératoire,20-30 ans,344.0,29.0,8.430232558139535
2025-02,Aucune,Aucune,apprenti,Hygiène/Hôtellerie,20-30 ans,110.0,11.0,10.0
2025-02,Aucune,Aucune,apprenti,Laboratoire,20-30 ans,64.0,0.0,0.0
2025-02,Aucune,Aucune,apprenti,Logistique,20-30 ans,120.0,16.0,13.333333333333334
2025-02,Aucune,Aucune,apprenti,Médical,20-30 ans,129.2,13.0,10.061919504643964
2025-02,Aucune,Aucune,apprenti,Soins infirmiers,20-30 ans,441.5,32.0,7.248018120045301
2025-02,Aucune,Aucune,apprenti,Sécurité,20-30 ans,90.0,0.0,0.0
2025-02,Aucune,Aucune,cdd,Administratif,20-30 ans,652.0,72.0,11.042944785276074
